City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
307,tual,-5.6667,132.75,26.39,87,79,10.28,ID,1719998404
308,ad dabbah,18.05,30.95,41.14,12,21,3.03,SD,1719998406
309,villa de cos,23.2833,-102.35,15.96,78,0,6.01,MX,1719998407
310,margate,51.3813,1.3862,13.83,87,100,2.57,GB,1719998410
311,saldanha,-33.0117,17.9442,13.67,94,100,9.51,ZA,1719998411
312,revda,56.801,59.9303,26.95,44,8,2.94,RU,1719998412
313,mingguang,32.7802,117.9638,31.32,64,50,3.12,CN,1719998414
314,mogocha,53.7333,119.7667,37.38,16,29,0.74,RU,1719998415
315,funafuti,-8.5243,179.1942,28.0,89,75,5.66,TV,1719998275
316,shimoda,34.6667,138.95,27.84,86,100,5.07,JP,1719998417
317,iquique,-20.2208,-70.1431,15.02,76,4,0.77,CL,1719998419
318,piacabucu,-10.4056,-36.4344,22.68,82,33,3.04,BR,1719998420
319,mili,6.0815,171.735,29.19,78,76,7.56,MH,1719998421
320,vila velha,-20.3297,-40.2925,17.97,100,0,0.0,BR,1719998423
321,soio,-6.1349,12.3689,24.62,70,93,3.55,AO,1719998424
322,morondava,-20.2833,44.2833,24.19,49,0,3.05,MG,1719998425
323,daru,-9.0763,143.2092,25.23,92,100,7.52,PG,1719998427
324,alesund,62.4723,6.1549,14.49,58,75,2.57,NO,1719998260
325,colonia,50.9333,6.95,16.44,75,20,3.09,DE,1719998402
326,san ignacio de velasco,-16.3667,-60.95,17.48,63,1,1.32,BO,1719998432
327,coquimbo,-29.9533,-71.3436,11.66,56,0,2.06,CL,1719998433
328,igarka,67.4667,86.5833,17.82,37,10,3.95,RU,1719998435
329,gadzhiyevo,69.2551,33.3362,13.12,79,87,5.62,RU,1719998437
330,zherdevka,51.8486,41.4606,30.69,46,27,3.51,RU,1719998440
331,saudarkrokur,65.7461,-19.6394,9.2,80,90,4.67,IS,1719998441
332,gisborne,-38.6533,178.0042,8.18,80,46,4.55,NZ,1719997990
333,amos,48.5669,-78.1162,17.72,70,100,4.3,CA,1719998444
334,polyarnyy,69.1989,33.4478,13.02,80,86,5.44,RU,1719998445
335,bolgar,54.95,49.0667,24.97,65,77,2.33,RU,1719998446
336,port alfred,-33.5906,26.891,16.77,85,100,2.57,ZA,1719998448
337,shatrovo,56.5167,64.6333,23.27,49,36,2.98,RU,1719998449
338,puerto armuelles,8.2833,-82.8667,26.16,88,100,3.13,PA,1719998450
